employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
19047,Operations,region_26,Bachelors,m,other,1,32,4.0,2,0,0,60
63899,R&D,region_22,,m,other,1,29,5.0,2,1,0,87
4112,Sales & Marketing,region_22,Bachelors,m,sourcing,1,24,,1,0,0,50
12887,Analytics,region_2,Bachelors,m,other,1,24,,1,0,0,87
6455,Procurement,region_20,Bachelors,m,sourcing,1,34,4.0,8,0,0,71
22517,Operations,region_7,Masters & above,f,other,1,45,4.0,15,0,0,63
71875,Analytics,region_21,Bachelors,m,other,1,26,3.0,3,0,0,87
63140,Operations,region_27,Bachelors,f,other,1,29,,1,1,0,61
26234,Sales & Marketing,region_27,Masters & above,m,sourcing,1,35,3.0,6,0,0,52
45294,Technology,region_2,Masters & above,m,other,1,58,4.0,18,1,0,76
12474,Legal,region_7,Bachelors,m,sourcing,1,30,4.0,4,0,0,59
49252,Operations,region_19,Bachelors,m,other,1,26,5.0,6,1,0,60
17134,Sales & Marketing,region_27,Bachelors,m,other,1,52,3.0,15,0,0,48
46777,Legal,region_15,Bachelors,m,sourcing,2,33,5.0,4,1,0,60
33929,HR,region_20,Bachelors,f,sourcing,1,32,5.0,7,1,0,48
60913,Sales & Marketing,region_26,Bachelors,m,sourcing,1,52,4.0,18,0,0,49
34485,Sales & Marketing,region_1,Bachelors,m,sourcing,1,35,3.0,9,0,0,45
51437,Operations,region_7,Bachelors,m,other,1,29,1.0,8,0,0,59
69936,Sales & Marketing,region_15,Bachelors,m,other,1,33,5.0,3,1,0,48
53571,Operations,region_19,Bachelors,m,other,1,42,4.0,4,1,0,61
46803,Sales & Marketing,region_2,Masters & above,m,sourcing,1,41,3.0,6,0,0,59
3765,Operations,region_28,Masters & above,m,sourcing,1,37,4.0,13,0,0,56
50672,Procurement,region_2,Masters & above,m,other,1,31,4.0,7,0,0,69
55693,Operations,region_2,Bachelors,m,other,1,38,4.0,2,0,0,55
23420,Sales & Marketing,region_27,Masters & above,m,sourcing,1,39,3.0,7,0,0,50
36958,Sales & Marketing,region_2,Masters & above,f,sourcing,1,38,5.0,9,0,0,51
29222,Procurement,region_7,Bachelors,m,sourcing,3,38,1.0,10,0,0,67
38644,Sales & Marketing,region_17,Bachelors,m,other,1,44,2.0,7,0,0,51
14297,Operations,region_7,Bachelors,m,other,1,36,3.0,7,0,0,61
72624,Sales & Marketing,region_4,Bachelors,m,other,1,39,5.0,9,1,0,48
61607,Procurement,region_2,Bachelors,f,sourcing,1,31,5.0,7,1,0,75
40853,Analytics,region_26,,m,other,1,32,4.0,2,0,0,80
77524,Sales & Marketing,region_22,Bachelors,m,other,1,48,4.0,3,0,0,52
53944,Sales & Marketing,region_28,Bachelors,m,sourcing,4,30,2.0,2,1,0,48
17933,HR,region_2,Masters & above,m,sourcing,1,38,3.0,4,0,0,49
12529,Sales & Marketing,region_22,Bachelors,m,sourcing,1,28,2.0,2,0,0,47
40485,Procurement,region_24,Bachelors,f,other,2,31,3.0,4,0,0,70
22638,Operations,region_31,Bachelors,m,other,1,27,,1,0,0,63
77562,Procurement,region_17,Masters & above,f,other,2,35,3.0,4,1,0,65
73597,Procurement,region_15,Bachelors,m,other,1,37,3.0,5,1,0,69
34947,Sales & Marketing,region_2,,m,other,1,21,1.0,2,0,0,49
50486,Operations,region_13,Bachelors,m,sourcing,1,55,3.0,3,1,0,63
65336,Operations,region_22,,m,other,1,26,3.0,4,0,0,66
6908,Procurement,region_15,Masters & above,f,other,1,43,5.0,5,1,0,88
59562,Analytics,region_7,Bachelors,m,sourcing,2,41,5.0,5,1,0,79
13612,Sales & Marketing,region_2,Masters & above,f,other,1,35,2.0,5,0,0,49
30455,Sales & Marketing,region_13,Bachelors,m,referred,1,31,5.0,4,1,0,51
13626,Procurement,region_17,Bachelors,f,other,2,38,3.0,4,0,0,76
23056,Sales & Marketing,region_31,Bachelors,f,other,2,33,4.0,7,1,0,54
52164,Operations,region_19,Bachelors,m,sourcing,1,33,3.0,3,0,0,59
62971,Sales & Marketing,region_14,Bachelors,m,other,1,29,1.0,5,0,0,52
9082,Procurement,region_30,Bachelors,f,sourcing,1,33,4.0,7,1,0,67
62436,Operations,region_34,Bachelors,m,sourcing,1,29,,1,1,0,64
4678,Finance,region_27,Masters & above,m,other,2,34,2.0,6,0,0,61
74430,HR,region_4,Bachelors,f,other,1,31,3.0,5,0,0,51
37717,HR,region_2,Masters & above,f,sourcing,1,32,4.0,3,1,0,48
47732,Technology,region_31,Bachelors,m,other,1,37,3.0,7,0,0,80
69580,R&D,region_23,Masters & above,m,sourcing,1,36,5.0,9,1,0,82
71550,Procurement,region_22,Masters & above,m,sourcing,1,54,4.0,2,1,1,69
46673,Sales & Marketing,region_4,Bachelors,m,other,3,26,3.0,3,0,0,49
16269,Technology,region_23,Bachelors,m,other,1,32,5.0,3,1,0,76
19662,HR,region_2,Masters & above,m,other,1,31,1.0,7,0,0,47
59413,Operations,region_22,Bachelors,f,other,1,35,2.0,10,0,0,59
70798,Sales & Marketing,region_28,Masters & above,m,other,1,38,2.0,10,1,0,48
2197,Finance,region_7,Bachelors,m,sourcing,2,29,3.0,5,1,0,60
37477,Sales & Marketing,region_23,Bachelors,m,other,1,35,5.0,10,0,0,45
51776,Technology,region_12,Bachelors,m,sourcing,1,30,4.0,5,1,0,83
12043,Legal,region_2,Masters & above,m,sourcing,1,52,4.0,16,0,0,60
2283,Operations,region_22,Masters & above,m,sourcing,1,34,5.0,10,1,0,60
73945,Sales & Marketing,region_13,Bachelors,m,sourcing,1,27,,1,0,0,50
50908,Analytics,region_22,Bachelors,m,other,1,28,,1,1,0,84
51487,Sales & Marketing,region_4,Masters & above,m,other,1,42,3.0,13,1,0,51
9169,Sales & Marketing,region_16,,m,other,1,21,1.0,2,0,0,52
38669,Analytics,region_2,Bachelors,m,other,1,53,3.0,16,0,0,89
33833,HR,region_22,Bachelors,m,other,1,23,2.0,2,0,0,45
15110,Sales & Marketing,region_32,Bachelors,m,sourcing,2,27,1.0,3,0,0,48
34396,Sales & Marketing,region_16,Bachelors,m,other,1,37,4.0,8,0,0,48
41413,Operations,region_20,Bachelors,f,other,1,28,4.0,3,0,0,59
53593,Operations,region_2,Masters & above,f,sourcing,1,57,2.0,25,0,0,57
71336,Procurement,region_17,Bachelors,f,other,1,35,3.0,6,0,0,67
22041,Technology,region_11,Bachelors,f,sourcing,1,31,4.0,4,1,0,82
53894,Procurement,region_2,Bachelors,m,other,1,31,3.0,6,0,0,67
24567,Operations,region_2,,m,other,1,30,3.0,9,0,0,60
19737,Technology,region_22,Masters & above,m,sourcing,1,36,3.0,3,0,0,78
35738,Operations,region_15,Bachelors,m,sourcing,2,34,5.0,7,1,0,59
41146,Procurement,region_2,Bachelors,f,other,1,45,4.0,5,1,0,75
8793,Sales & Marketing,region_30,Bachelors,m,sourcing,1,47,5.0,20,0,0,50
1818,Sales & Marketing,region_13,Masters & above,m,sourcing,1,42,1.0,11,0,0,51
40460,Analytics,region_4,Masters & above,m,other,1,38,5.0,4,1,0,82
52449,Sales & Marketing,region_19,Bachelors,f,sourcing,1,37,5.0,3,0,0,49
13448,HR,region_22,Masters & above,f,sourcing,1,35,5.0,7,1,0,47
46627,Sales & Marketing,region_22,Bachelors,m,other,4,27,5.0,3,0,0,48
15108,Sales & Marketing,region_4,Masters & above,m,sourcing,3,36,1.0,10,0,0,51
35321,Sales & Marketing,region_32,,m,other,1,28,2.0,2,0,0,51
17603,Analytics,region_26,Bachelors,m,sourcing,1,29,,1,0,0,84
13492,Operations,region_17,Masters & above,m,other,1,33,4.0,8,0,0,59
19174,Sales & Marketing,region_26,Bachelors,m,other,1,29,5.0,3,0,0,49
71706,Operations,region_2,Bachelors,f,sourcing,1,57,3.0,12,0,0,61
77365,Operations,region_31,Bachelors,f,other,1,29,,1,0,0,53
68930,Procurement,region_2,Bachelors,m,sourcing,1,35,3.0,9,0,0,68
16672,Analytics,region_6,Bachelors,m,sourcing,2,30,5.0,2,1,0,78
42333,Operations,region_5,Bachelors,m,other,1,36,3.0,4,0,0,58
51123,Analytics,region_32,,m,other,1,27,4.0,5,1,0,84
60801,Sales & Marketing,region_2,Bachelors,f,sourcing,1,56,4.0,6,1,0,47
28280,Procurement,region_22,Bachelors,m,sourcing,1,30,4.0,3,1,0,72
30189,Technology,region_16,Below Secondary,m,sourcing,1,23,,1,0,0,83
34918,Analytics,region_30,Bachelors,m,other,2,27,,1,0,0,82
647,Technology,region_20,Bachelors,m,other,1,30,1.0,7,0,0,81
67181,Operations,region_4,Bachelors,f,sourcing,1,27,4.0,3,1,0,61
45922,Sales & Marketing,region_6,Bachelors,m,other,2,31,2.0,5,0,0,46
21947,Operations,region_16,Bachelors,f,sourcing,1,49,3.0,21,0,0,59
41315,Sales & Marketing,region_20,Bachelors,m,sourcing,1,27,3.0,5,0,0,48
46684,Sales & Marketing,region_22,Bachelors,m,other,5,33,4.0,8,0,0,46
26247,Sales & Marketing,region_7,Masters & above,m,sourcing,1,54,4.0,10,0,0,48
30653,Analytics,region_9,Bachelors,m,other,2,28,4.0,6,0,0,89
21861,Legal,region_31,Bachelors,m,sourcing,1,31,3.0,2,1,0,58
39490,Operations,region_22,Masters & above,m,sourcing,1,44,3.0,10,0,0,55
25676,Sales & Marketing,region_7,Bachelors,m,other,2,33,1.0,6,0,0,48
54979,Operations,region_22,Masters & above,m,sourcing,1,40,4.0,4,1,0,61
47962,Analytics,region_7,Masters & above,m,other,1,33,2.0,8,0,0,85
64907,Finance,region_2,Bachelors,m,sourcing,3,26,3.0,2,0,0,64
49112,Sales & Marketing,region_15,,m,other,1,38,1.0,10,0,0,51
16868,Sales & Marketing,region_13,Bachelors,m,other,1,31,3.0,5,0,1,68
26545,Technology,region_26,Bachelors,m,referred,1,26,5.0,3,1,0,73
32025,Operations,region_6,Bachelors,f,other,1,34,3.0,7,0,0,65
40854,Analytics,region_31,Bachelors,m,sourcing,1,27,3.0,6,1,0,87
72201,Finance,region_6,Bachelors,m,sourcing,1,30,2.0,6,1,0,62
22322,Operations,region_27,Bachelors,m,other,1,47,3.0,18,0,0,59
6385,Sales & Marketing,region_21,Masters & above,m,other,1,36,3.0,2,0,0,48
65943,Sales & Marketing,region_25,,m,other,1,26,,1,1,0,55
52403,Analytics,region_22,Bachelors,m,sourcing,1,29,4.0,3,1,0,82
57800,Operations,region_4,Masters & above,f,other,1,34,3.0,6,0,0,61
73922,Procurement,region_17,Masters & above,f,other,1,41,4.0,4,1,0,70
9394,Sales & Marketing,region_6,Bachelors,m,other,2,30,3.0,4,0,0,48
43674,Operations,region_26,Masters & above,f,other,1,46,3.0,15,0,0,59
31462,Operations,region_13,Bachelors,m,other,1,40,5.0,5,1,0,56
76350,Procurement,region_16,Bachelors,m,sourcing,2,30,5.0,2,0,0,70
8568,Technology,region_29,Bachelors,m,other,1,40,2.0,2,1,0,83
19433,Operations,region_2,Bachelors,m,other,1,54,5.0,5,0,0,63
50753,Analytics,region_22,Masters & above,f,other,1,37,4.0,10,0,0,85
61394,Analytics,region_22,Bachelors,m,other,2,31,2.0,5,1,0,90
8379,Sales & Marketing,region_9,Bachelors,m,sourcing,1,32,3.0,9,0,0,48
60155,Sales & Marketing,region_2,,m,sourcing,1,30,3.0,2,1,0,48
17128,Technology,region_8,Bachelors,m,other,1,25,3.0,3,0,0,77
25154,Operations,region_33,Masters & above,m,sourcing,1,45,4.0,18,1,0,58
8563,Technology,region_24,Bachelors,m,sourcing,1,25,3.0,2,0,0,82
2638,Sales & Marketing,region_1,Bachelors,f,other,1,27,5.0,5,1,0,51
22390,Procurement,region_28,Masters & above,m,other,1,31,1.0,4,0,0,70
23438,Sales & Marketing,region_28,Bachelors,m,other,1,34,4.0,6,1,0,46
3433,Operations,region_2,Bachelors,m,sourcing,1,52,1.0,18,0,0,61
73815,Sales & Marketing,region_28,Masters & above,m,other,1,45,3.0,5,1,0,51
76615,Analytics,region_20,Bachelors,m,other,1,26,1.0,5,0,0,84
46700,Procurement,region_22,Bachelors,m,other,2,29,2.0,5,0,0,74
71385,Operations,region_2,Masters & above,f,other,1,31,3.0,5,1,0,58
32815,Operations,region_11,Masters & above,m,other,1,39,2.0,9,0,0,59
6572,Operations,region_29,Bachelors,m,other,1,32,5.0,8,1,0,58
47272,Analytics,region_7,Bachelors,m,sourcing,3,29,4.0,2,0,0,87
19321,Sales & Marketing,region_2,Bachelors,m,referred,1,30,3.0,5,1,0,50
74675,Sales & Marketing,region_1,Bachelors,m,other,1,29,5.0,6,1,0,49
53737,Procurement,region_31,Masters & above,f,other,1,40,4.0,5,1,0,66
3339,Technology,region_2,Bachelors,m,sourcing,1,59,3.0,18,0,0,78
49289,Technology,region_27,Bachelors,f,sourcing,1,24,4.0,2,1,0,79
60904,Sales & Marketing,region_2,Masters & above,m,other,1,41,2.0,7,0,0,50
50333,Sales & Marketing,region_4,Bachelors,m,sourcing,1,39,3.0,7,0,0,47
59422,Procurement,region_22,Masters & above,f,other,1,35,1.0,7,0,0,64
28762,Sales & Marketing,region_25,Bachelors,m,other,1,38,5.0,7,1,0,54
73936,HR,region_7,Bachelors,m,other,1,31,5.0,4,0,0,50
66883,Technology,region_4,Masters & above,f,sourcing,1,37,3.0,8,0,0,77
23582,Operations,region_26,Bachelors,f,other,1,36,4.0,2,1,0,55
24324,Operations,region_23,Bachelors,m,other,1,32,3.0,2,1,0,62
14339,Operations,region_2,Masters & above,f,sourcing,1,34,5.0,3,1,0,59
33659,R&D,region_26,Bachelors,m,sourcing,2,27,3.0,3,0,0,89
11536,Technology,region_2,Masters & above,f,other,1,33,5.0,7,1,0,80
51563,Operations,region_12,Masters & above,f,other,1,37,5.0,7,1,0,58
3034,Procurement,region_2,Masters & above,m,sourcing,1,49,4.0,19,0,0,73
17294,Technology,region_5,Masters & above,m,other,1,42,3.0,3,0,0,79
37568,Procurement,region_10,Masters & above,f,sourcing,1,35,3.0,3,0,0,70
31492,Analytics,region_25,Bachelors,m,sourcing,1,27,3.0,2,1,0,85
28373,Procurement,region_17,Masters & above,f,sourcing,1,37,3.0,4,0,0,74
44531,Sales & Marketing,region_15,Masters & above,m,other,1,30,1.0,3,0,1,47
58347,Technology,region_5,Masters & above,f,sourcing,1,32,1.0,2,0,0,83
26369,Sales & Marketing,region_26,Bachelors,m,sourcing,2,24,,1,0,0,51
76037,Technology,region_7,Bachelors,f,sourcing,1,32,3.0,3,1,0,82
10922,Sales & Marketing,region_22,Bachelors,m,other,1,31,2.0,7,0,0,50
23850,Operations,region_7,Bachelors,m,other,1,35,3.0,7,0,0,90
71289,Analytics,region_15,Bachelors,m,other,1,29,,1,0,0,83
55535,Technology,region_13,Masters & above,m,other,1,33,3.0,4,0,0,75
18906,Sales & Marketing,region_4,Bachelors,m,sourcing,1,32,,1,0,0,48
34670,Operations,region_4,Masters & above,m,sourcing,1,52,3.0,10,1,0,58
33390,Procurement,region_2,Bachelors,f,other,1,42,3.0,4,1,0,68
1610,Operations,region_12,Bachelors,m,other,2,31,,1,0,0,57
72160,Sales & Marketing,region_22,Bachelors,m,other,4,29,,1,0,0,51
22613,Operations,region_15,Bachelors,m,sourcing,1,32,3.0,5,1,0,56
9651,Technology,region_27,Bachelors,f,sourcing,2,32,3.0,8,0,0,79
25359,Finance,region_13,Bachelors,m,other,1,32,1.0,9,0,1,92
70967,R&D,region_22,Masters & above,m,sourcing,2,28,3.0,4,0,0,88
5676,R&D,region_22,Masters & above,m,other,3,31,4.0,8,0,0,83
71343,Procurement,region_27,Masters & above,m,other,2,40,4.0,10,1,1,67
51627,Analytics,region_25,Masters & above,m,other,1,37,4.0,8,0,0,86
29914,Sales & Marketing,region_22,Bachelors,m,other,1,27,,1,0,0,52
15192,Technology,region_22,Masters & above,m,other,1,43,1.0,12,0,0,78
38604,Sales & Marketing,region_31,Bachelors,m,other,1,49,4.0,2,0,0,48
60551,R&D,region_22,Bachelors,f,sourcing,1,29,5.0,5,1,0,86
2441,Procurement,region_2,Masters & above,m,other,1,58,5.0,15,1,0,67
78162,Sales & Marketing,region_9,Masters & above,m,other,1,30,3.0,4,1,0,49
74922,Sales & Marketing,region_30,Bachelors,m,other,1,28,4.0,5,0,0,48
75025,Technology,region_24,Bachelors,m,other,1,36,1.0,4,0,0,80
630,Finance,region_4,Masters & above,f,other,1,35,5.0,7,1,0,59
47336,Sales & Marketing,region_13,Bachelors,m,sourcing,1,45,3.0,14,0,0,46
52837,Technology,region_2,Masters & above,m,sourcing,1,54,3.0,22,0,0,76
10725,Technology,region_2,Bachelors,m,sourcing,3,37,1.0,9,0,0,75
61065,Sales & Marketing,region_2,,f,other,1,20,,1,0,0,43
16634,Technology,region_2,Bachelors,f,referred,1,29,5.0,4,1,0,74
42211,Sales & Marketing,region_26,Bachelors,m,other,1,35,5.0,8,0,0,47
55821,Procurement,region_22,Bachelors,m,sourcing,3,33,3.0,6,0,0,72
43781,Sales & Marketing,region_22,,m,other,1,27,3.0,2,0,0,47
21263,Analytics,region_8,Bachelors,m,sourcing,1,32,5.0,3,1,0,86
14633,Sales & Marketing,region_6,Bachelors,m,sourcing,2,35,1.0,7,0,0,46
35027,Sales & Marketing,region_13,,m,sourcing,1,30,3.0,4,0,0,49
63387,Operations,region_4,Bachelors,f,other,1,27,4.0,4,0,0,64
15260,Procurement,region_7,Masters & above,m,other,1,31,4.0,5,1,0,66
6642,Operations,region_2,Bachelors,f,sourcing,1,47,5.0,9,1,0,64
21642,Sales & Marketing,region_22,Bachelors,m,sourcing,2,36,4.0,7,0,0,52
20238,Sales & Marketing,region_6,Bachelors,m,other,2,24,,1,1,0,55
501,Analytics,region_22,Masters & above,m,other,1,42,1.0,14,0,0,88
41351,Analytics,region_13,Bachelors,m,sourcing,1,31,5.0,3,1,0,99
76519,Analytics,region_27,Bachelors,m,sourcing,1,39,3.0,7,1,0,80
61048,Finance,region_28,Bachelors,f,sourcing,1,25,5.0,4,1,0,61
32396,Analytics,region_23,Bachelors,m,other,1,32,3.0,7,1,0,90
33807,HR,region_7,Bachelors,m,other,1,41,3.0,7,0,0,52
16352,Operations,region_15,Bachelors,m,other,1,49,5.0,17,1,0,62
27354,Operations,region_2,Bachelors,f,sourcing,3,33,5.0,3,1,0,60
16989,Operations,region_2,Bachelors,m,sourcing,1,28,5.0,2,1,0,60
36530,Operations,region_22,Masters & above,f,sourcing,1,49,4.0,20,1,0,64
68677,Technology,region_17,Masters & above,m,other,1,37,3.0,4,0,0,80
28644,Sales & Marketing,region_26,Bachelors,m,other,2,28,1.0,5,0,0,50
51738,Operations,region_2,Masters & above,f,sourcing,1,34,5.0,10,1,0,63
12624,Sales & Marketing,region_16,Bachelors,m,other,1,33,3.0,7,0,0,68
16009,Sales & Marketing,region_7,Bachelors,m,sourcing,1,32,2.0,5,0,0,43
36736,Sales & Marketing,region_32,Bachelors,m,other,1,37,5.0,9,0,0,53
44200,Operations,region_4,Bachelors,m,other,1,52,5.0,4,1,0,60
5316,Technology,region_23,Bachelors,m,other,1,26,4.0,2,1,0,76
63857,Legal,region_7,Below Secondary,m,sourcing,1,29,3.0,2,0,0,60
66073,Operations,region_4,Masters & above,m,other,1,42,4.0,14,1,0,56
30703,Technology,region_2,Bachelors,m,sourcing,1,41,3.0,10,0,1,97
3436,Technology,region_10,Bachelors,m,sourcing,2,31,4.0,2,1,0,80
8358,Operations,region_7,Bachelors,m,sourcing,1,39,3.0,10,1,0,61
74678,Technology,region_2,Bachelors,f,referred,1,26,4.0,4,0,0,78
11394,Finance,region_2,Bachelors,f,other,1,26,4.0,2,1,0,58
1587,Operations,region_8,Bachelors,m,sourcing,1,35,5.0,7,1,0,60
59633,Procurement,region_24,Bachelors,m,other,1,25,3.0,3,1,0,75
27320,Procurement,region_2,Bachelors,f,other,1,51,4.0,3,0,0,70
33140,Sales & Marketing,region_2,Masters & above,f,other,1,60,3.0,6,0,0,46
39510,Sales & Marketing,region_7,Bachelors,m,other,2,32,5.0,2,1,0,50
17563,Analytics,region_5,Masters & above,m,sourcing,2,33,5.0,3,0,0,81
26823,Operations,region_7,Bachelors,f,other,1,48,3.0,18,0,0,56
77730,Procurement,region_2,Masters & above,f,other,2,39,4.0,3,1,0,94
17232,Operations,region_15,Bachelors,m,other,1,28,3.0,7,0,0,54
2314,Procurement,region_2,Below Secondary,m,sourcing,3,25,3.0,3,0,0,69
60174,Sales & Marketing,region_6,Bachelors,f,sourcing,1,35,4.0,2,0,0,53
31474,Procurement,region_2,Bachelors,m,other,1,26,,1,0,0,70
68536,HR,region_7,Masters & above,f,other,1,34,4.0,7,0,0,48
76160,Sales & Marketing,region_26,Bachelors,m,sourcing,2,35,3.0,3,0,0,48
63554,Operations,region_7,Bachelors,m,sourcing,1,33,3.0,8,0,0,59
53448,Operations,region_13,Masters & above,m,sourcing,1,35,3.0,3,1,0,60
12520,Sales & Marketing,region_11,Bachelors,f,other,1,37,3.0,7,0,0,50
52501,Finance,region_27,Bachelors,f,sourcing,2,25,3.0,2,0,0,56
46641,HR,region_11,Bachelors,f,other,1,24,3.0,2,0,0,46
48434,Operations,region_2,Masters & above,m,other,1,40,4.0,9,0,0,61
76855,Operations,region_2,Bachelors,f,sourcing,2,30,4.0,4,0,0,60
51946,Procurement,region_13,Bachelors,m,other,4,27,3.0,4,0,0,70
52886,Sales & Marketing,region_25,Bachelors,m,other,2,26,2.0,2,0,0,51
8550,R&D,region_27,Bachelors,m,sourcing,1,32,3.0,2,0,0,85
23952,R&D,region_28,Masters & above,m,other,3,34,5.0,4,0,0,87
65997,Sales & Marketing,region_20,Bachelors,m,other,3,26,2.0,2,0,0,47
63161,Operations,region_2,Bachelors,m,sourcing,1,55,4.0,7,1,0,63
53594,Procurement,region_2,Masters & above,f,other,1,50,4.0,17,0,0,67
65491,Sales & Marketing,region_22,Bachelors,m,referred,1,33,1.0,8,0,0,52
10394,Operations,region_22,Masters & above,m,other,1,45,1.0,3,0,0,57
72407,Analytics,region_2,Masters & above,m,sourcing,2,34,4.0,7,0,0,87
3810,Technology,region_2,Bachelors,m,other,1,52,3.0,3,0,0,79
38578,Operations,region_15,Bachelors,f,sourcing,1,31,5.0,5,0,0,61
41724,Technology,region_29,Bachelors,m,other,1,30,3.0,2,0,0,79
48229,Finance,region_22,Below Secondary,f,sourcing,2,24,3.0,2,0,0,61
28531,Procurement,region_5,Bachelors,m,other,1,37,4.0,3,1,0,69
49785,Sales & Marketing,region_11,Bachelors,m,other,1,32,3.0,3,0,0,41
64613,Sales & Marketing,region_28,Bachelors,f,sourcing,1,26,,1,0,0,48
63416,HR,region_2,Masters & above,m,sourcing,1,32,5.0,5,1,0,46
10374,Technology,region_7,Bachelors,m,sourcing,1,55,3.0,28,0,0,83
55698,Sales & Marketing,region_2,,m,other,1,24,,1,1,0,51
26854,Finance,region_7,Bachelors,m,sourcing,1,36,5.0,2,1,0,59
1891,Sales & Marketing,region_1,Masters & above,m,other,1,36,5.0,2,0,0,51
33028,Technology,region_22,Bachelors,m,other,1,29,,1,1,0,80
16888,Sales & Marketing,region_10,Bachelors,m,other,1,28,3.0,6,0,0,46
8664,Sales & Marketing,region_2,Masters & above,m,sourcing,1,54,3.0,14,0,0,50
23661,Sales & Marketing,region_30,Bachelors,m,sourcing,1,36,1.0,9,0,0,48
24146,Operations,region_8,Bachelors,m,sourcing,1,28,5.0,3,0,1,64
34627,HR,region_22,Below Secondary,m,other,2,24,3.0,2,0,0,55
41835,Operations,region_13,Masters & above,m,sourcing,2,35,5.0,6,1,1,96
19007,Sales & Marketing,region_4,Masters & above,m,other,1,37,3.0,4,0,0,53
31026,Technology,region_2,Bachelors,f,other,1,35,3.0,5,1,0,79
49769,Operations,region_25,Bachelors,m,other,1,28,4.0,5,0,0,60
59442,Sales & Marketing,region_14,Bachelors,m,other,1,37,3.0,10,1,0,48
34567,Analytics,region_31,Bachelors,m,sourcing,1,27,,1,0,0,83
39681,Analytics,region_4,Bachelors,m,sourcing,1,34,3.0,10,0,0,90
66433,Sales & Marketing,region_9,,m,other,1,29,4.0,2,0,0,51
73999,Finance,region_22,Bachelors,f,other,1,27,3.0,4,0,0,70
6656,Finance,region_2,Bachelors,f,other,1,27,5.0,2,1,0,60
21971,Sales & Marketing,region_2,Bachelors,m,sourcing,2,36,5.0,7,0,0,50
46255,HR,region_22,Bachelors,m,other,1,22,3.0,2,0,0,55
66592,Sales & Marketing,region_2,Masters & above,f,sourcing,2,30,3.0,3,1,0,46
50675,Operations,region_27,Bachelors,m,other,1,41,3.0,2,1,0,57
733,Sales & Marketing,region_2,Masters & above,f,other,1,36,5.0,7,1,0,47
32810,Sales & Marketing,region_2,Bachelors,m,sourcing,2,47,5.0,16,0,0,49
4409,Analytics,region_2,Masters & above,m,other,1,33,4.0,4,0,0,87
22666,Procurement,region_10,Masters & above,m,sourcing,1,42,2.0,10,0,0,64
17303,Sales & Marketing,region_13,Bachelors,m,other,1,35,3.0,9,0,0,48
63547,Analytics,region_22,Bachelors,m,sourcing,1,38,1.0,4,0,0,85
44401,Technology,region_33,Bachelors,m,sourcing,1,30,,1,1,0,82
67097,Procurement,region_2,Masters & above,f,sourcing,1,37,5.0,4,1,0,71
59110,Legal,region_22,Masters & above,m,sourcing,1,37,5.0,9,1,0,61
67280,Sales & Marketing,region_2,,m,sourcing,1,22,3.0,2,1,0,54
11716,Procurement,region_22,Masters & above,m,other,1,33,5.0,5,0,0,67
6741,Operations,region_8,Bachelors,f,sourcing,1,31,4.0,6,0,0,60
22554,Finance,region_2,Bachelors,f,sourcing,1,40,5.0,3,0,0,63
43663,Procurement,region_21,Masters & above,m,other,1,50,3.0,4,0,0,71
42766,Procurement,region_13,Bachelors,f,other,1,33,5.0,5,0,0,67
53587,Sales & Marketing,region_7,Bachelors,m,referred,2,33,5.0,6,1,0,48
40826,Technology,region_16,Masters & above,f,sourcing,1,55,3.0,6,1,0,77
681,R&D,region_22,Masters & above,m,sourcing,1,28,4.0,2,0,0,81
2869,Analytics,region_28,Bachelors,m,other,1,28,5.0,3,1,0,83
40614,Sales & Marketing,region_5,Bachelors,m,sourcing,1,30,4.0,8,1,1,48
41965,Sales & Marketing,region_11,Masters & above,m,other,1,41,5.0,13,0,0,50
5728,Procurement,region_26,Masters & above,m,sourcing,1,35,3.0,10,0,0,73
18225,Legal,region_17,Bachelors,m,sourcing,1,29,,1,0,0,59
591,Procurement,region_22,Bachelors,m,other,1,41,4.0,11,0,0,70
75862,HR,region_7,Bachelors,m,other,1,30,1.0,4,0,0,47
39330,Procurement,region_7,Bachelors,m,sourcing,1,40,4.0,7,0,0,70
62068,Analytics,region_30,Bachelors,m,sourcing,4,29,,1,0,0,81
20302,Sales & Marketing,region_2,,m,other,1,20,5.0,2,1,0,54
7004,Sales & Marketing,region_6,Bachelors,m,other,1,41,1.0,5,0,0,52
7628,Sales & Marketing,region_15,Bachelors,m,other,1,43,3.0,4,0,0,51
1806,Sales & Marketing,region_16,Bachelors,f,other,1,28,1.0,2,0,0,52
64117,Sales & Marketing,region_13,Bachelors,m,sourcing,2,32,2.0,7,1,0,47
76140,Procurement,region_26,Masters & above,m,other,1,38,3.0,10,0,0,70
53800,Sales & Marketing,region_2,Bachelors,m,other,4,30,,1,0,0,52
38443,Operations,region_19,Masters & above,m,sourcing,1,41,3.0,2,1,0,59
24329,Procurement,region_17,Bachelors,m,sourcing,1,31,3.0,9,1,0,75
73454,Technology,region_5,Masters & above,m,other,1,38,3.0,9,0,0,83
32533,Sales & Marketing,region_30,Bachelors,f,other,2,33,3.0,4,0,0,53
40066,HR,region_24,Bachelors,m,other,1,32,1.0,4,0,0,53
544,Technology,region_5,Bachelors,f,other,2,33,3.0,5,0,0,76
